# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_19_length_89440_cov_21.334993	cds	30292	31764	-	LDPEMP_13485		Cationic amino acid transporter	RefSeq:WP_218559380.1, SO:0001217, UniParc:UPI001C47EB0D, UniRef:UniRef100_UPI001C47EB0D, UniRef:UniRef50_A0A091B2Y6, UniRef:UniRef90_A0A1Y6HLX0
NODE_19_length_89440_cov_21.334993	cds	31947	32498	+	LDPEMP_13490		Nudix hydrolase domain-containing protein	SO:0001217, UniRef:UniRef50_B2FPP9, UniRef:UniRef90_Q8PLF7
NODE_19_length_89440_cov_21.334993	cds	32648	33889	-	LDPEMP_13495	serA	phosphoglycerate dehydrogenase	COG:COG0111, COG:H, RefSeq:WP_218559382.1, SO:0001217, UniParc:UPI001C4691A8, UniRef:UniRef100_UPI001C4691A8, UniRef:UniRef50_A0A0E8LPW5, UniRef:UniRef90_V7ZDR0
NODE_19_length_89440_cov_21.334993	cds	34097	35515	+	LDPEMP_13500	glcD	D-2-hydroxyglutarate dehydrogenase	COG:C, COG:COG0277, EC:1.1.99.39, GO:0016491, GO:0046872, GO:0071949, RefSeq:WP_218559383.1, SO:0001217, UniParc:UPI001C439E90, UniRef:UniRef100_UPI001C439E90, UniRef:UniRef50_P0DV35, UniRef:UniRef90_P0DV35
NODE_19_length_89440_cov_21.334993	cds	35550	35849	+	LDPEMP_13505		DUF2388 domain-containing protein	RefSeq:WP_008571460.1, SO:0001217, UniParc:UPI00005CEB4B, UniRef:UniRef100_A0A6B3KGF9, UniRef:UniRef50_G7TE46, UniRef:UniRef90_G7TE46
NODE_19_length_89440_cov_21.334993	cds	35846	37705	+	LDPEMP_13510		DUF4105 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q8EYS8, UniRef:UniRef90_A0A2H1SVV8
NODE_19_length_89440_cov_21.334993	cds	37926	38312	-	LDPEMP_13515		Lipoprotein	RefSeq:WP_218505844.1, SO:0001217, UniParc:UPI001C4696A8, UniRef:UniRef100_UPI001C4696A8, UniRef:UniRef50_H8FFR9, UniRef:UniRef90_H8FFR9
NODE_19_length_89440_cov_21.334993	cds	38312	38878	-	LDPEMP_13520	yeiP	elongation factor P-like protein YeiP	COG:COG0231, COG:J, GO:0003746, GO:0005829, RefSeq:WP_008571463.1, SO:0001217, UniParc:UPI00005CEB4E, UniRef:UniRef100_Q3BUD7, UniRef:UniRef50_Q9PBE1, UniRef:UniRef90_Q3BUD7
NODE_19_length_89440_cov_21.334993	cds	38979	39749	-	LDPEMP_13525	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_218495457.1, SO:0001217, UniParc:UPI001C4973CE, UniRef:UniRef100_UPI001C4973CE, UniRef:UniRef50_A0A0U5FD07, UniRef:UniRef90_A0A0U5FD07
NODE_19_length_89440_cov_21.334993	cds	39887	40783	-	LDPEMP_13530	leuA	Isopropylmalate/homocitrate/citramalate synthases	COG:COG0119, COG:E, RefSeq:WP_029819283.1, SO:0001217, UniParc:UPI0004A28B45, UniRef:UniRef100_UPI0004A28B45, UniRef:UniRef50_A0A838XMH4, UniRef:UniRef90_A0A6V7EAN5
NODE_19_length_89440_cov_21.334993	cds	40890	41279	-	LDPEMP_13535		VOC domain-containing protein	RefSeq:WP_008571467.1, SO:0001217, UniParc:UPI00005CEB51, UniRef:UniRef100_A0A6B3KI63, UniRef:UniRef50_Q8PLE8, UniRef:UniRef90_Q8PLE8
NODE_19_length_89440_cov_21.334993	cds	41276	42073	-	LDPEMP_13540		Enoyl-CoA hydratase/isomerase family protein	RefSeq:WP_014090058.1, SO:0001217, UniParc:UPI0002266923, UniRef:UniRef100_A0A2S7EI06, UniRef:UniRef50_D5RIV7, UniRef:UniRef90_A0A6B3KG61
NODE_19_length_89440_cov_21.334993	cds	42146	42436	+	LDPEMP_13545	feoA	Fe2+ transport protein FeoA	COG:COG1918, COG:P, RefSeq:WP_228736530.1, SO:0001217, UniParc:UPI001E55F7C3, UniRef:UniRef100_UPI001E55F7C3, UniRef:UniRef50_W4SG01, UniRef:UniRef90_W4SG01
NODE_19_length_89440_cov_21.334993	cds	42433	44292	+	LDPEMP_13550	feoB	ferrous iron transport protein B	COG:COG0370, COG:P, RefSeq:WP_218559386.1, SO:0001217, UniParc:UPI001C48D36A, UniRef:UniRef100_UPI001C48D36A, UniRef:UniRef50_A0A7V8K8Q4, UniRef:UniRef90_A0A2S6Z129
NODE_19_length_89440_cov_21.334993	cds	44294	44548	+	LDPEMP_13555	bcsF	Cellulose biosynthesis protein BcsF	RefSeq:WP_008571471.1, SO:0001217, UniParc:UPI00005CEB54, UniRef:UniRef100_A0A6B3KGG9, UniRef:UniRef50_A0A6I6GL65, UniRef:UniRef90_A0A0U5BS93
NODE_19_length_89440_cov_21.334993	cds	44609	45109	+	LDPEMP_13560		SnoaL-like domain-containing protein	RefSeq:WP_008571472.1, SO:0001217, UniParc:UPI00005CEB55, UniRef:UniRef100_A0A6B3KE79, UniRef:UniRef50_A0A2S7D798, UniRef:UniRef90_A0A220WI37
NODE_19_length_89440_cov_21.334993	cds	45335	46537	+	LDPEMP_13565	aRO8	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	COG:COG1167, COG:KE, RefSeq:WP_029819289.1, SO:0001217, UniParc:UPI0002ED6676, UniRef:UniRef100_A0A6B3KJW3, UniRef:UniRef50_A0A157RRZ8, UniRef:UniRef90_Q8PLE2
NODE_19_length_89440_cov_21.334993	cds	46540	47253	+	LDPEMP_13570	yiiM	N-hydroxylaminopurine reductase YiiM, contains MOSC domain	COG:COG2258, COG:FV, RefSeq:WP_228736531.1, SO:0001217, UniParc:UPI001E4C8511, UniRef:UniRef100_UPI001E4C8511, UniRef:UniRef50_Q1IC43, UniRef:UniRef90_Q8PLE1
NODE_19_length_89440_cov_21.334993	cds	47927	48643	+	LDPEMP_13575	dapB	4-hydroxy-tetrahydrodipicolinate reductase	COG:COG0289, COG:E, EC:1.17.1.8, GO:0005737, GO:0008839, GO:0009089, GO:0016726, GO:0019877, GO:0050661, GO:0051287, RefSeq:WP_014090062.1, SO:0001217, UniParc:UPI0002266927, UniRef:UniRef100_A0A7W7L0C0, UniRef:UniRef50_Q9PEC3, UniRef:UniRef90_Q8PLE0
NODE_19_length_89440_cov_21.334993	cds	48884	50008	+	LDPEMP_13580	carA	carbamoyl phosphate synthase small subunit	COG:COG0505, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0006207, GO:0006526, GO:0006541, GO:0044205, SO:0001217, UniParc:UPI001C450AC8, UniRef:UniRef100_UPI001C450AC8, UniRef:UniRef50_P58896, UniRef:UniRef90_P58895
NODE_19_length_89440_cov_21.334993	cds	50008	50451	+	LDPEMP_13585		Secreted protein	RefSeq:WP_071118602.1, SO:0001217, UniParc:UPI0008DA9374, UniRef:UniRef100_A0A1S1XGI1, UniRef:UniRef50_A0A0S2FBS7, UniRef:UniRef90_A0A0C5UZ72
NODE_19_length_89440_cov_21.334993	cds	50460	53702	+	LDPEMP_13590	carB	carbamoyl-phosphate synthase large subunit	COG:COG0458, COG:EF, EC:6.3.5.5, GO:0004088, GO:0005524, GO:0005737, GO:0006526, GO:0006541, GO:0006807, GO:0044205, GO:0046872, KEGG:K01955, RefSeq:WP_029819293.1, SO:0001217, UniParc:UPI0004A2A618, UniRef:UniRef100_A0A3G2W5C8, UniRef:UniRef50_P58943, UniRef:UniRef90_P58943
NODE_19_length_89440_cov_21.334993	cds	53699	54175	+	LDPEMP_13595	greA	transcription elongation factor GreA	COG:COG0782, COG:K, GO:0003677, GO:0006354, GO:0032784, GO:0070063, SO:0001217, UniParc:UPI000012BAB9, UniRef:UniRef100_Q8PLD9, UniRef:UniRef50_Q9KU89, UniRef:UniRef90_Q9L4D3
NODE_19_length_89440_cov_21.334993	cds	54192	55112	+	LDPEMP_13600		Phosphoglycerate mutase	COG:COG4255, COG:S, RefSeq:WP_008571480.1, SO:0001217, UniParc:UPI0001FD4A7D, UniRef:UniRef100_A0A0G8XWH6, UniRef:UniRef50_B0RSQ0, UniRef:UniRef90_F0BC70
NODE_19_length_89440_cov_21.334993	cds	55109	56848	+	LDPEMP_13605	recJ	single-stranded-DNA-specific exonuclease RecJ	COG:COG0608, COG:L, RefSeq:WP_218559388.1, SO:0001217, UniParc:UPI001C4527FD, UniRef:UniRef100_UPI001C4527FD, UniRef:UniRef50_A0A3N5JBE9, UniRef:UniRef90_Q5GYT3
NODE_19_length_89440_cov_21.334993	cds	56922	58136	-	LDPEMP_13610		Acyl-transf-3 domain-containing protein	RefSeq:WP_218559389.1, SO:0001217, UniParc:UPI001C464CA5, UniRef:UniRef100_UPI001C464CA5, UniRef:UniRef50_Q9L4D7, UniRef:UniRef90_A0A1V9HDH4
NODE_19_length_89440_cov_21.334993	cds	58329	59243	+	LDPEMP_13615	lytT	DNA-binding response regulator, LytR/AlgR family	COG:COG3279, COG:KT, SO:0001217, UniRef:UniRef50_A0A699YAK8, UniRef:UniRef90_A0A828YKE9
NODE_19_length_89440_cov_21.334993	sorf	59490	59567	+	LDPEMP_13620	prfB	peptide chain release factor 2	COG:COG1186, COG:J, GO:0005737, GO:0016149, SO:0001217, UniParc:UPI0001695460, UniRef:UniRef100_A0A2H1PQF9, UniRef:UniRef50_Q8ZHK4, UniRef:UniRef90_Q3BUB7
NODE_19_length_89440_cov_21.334993	cds	59674	60615	+	LDPEMP_13625	prfB	peptide chain release factor 2	COG:COG1186, COG:J, GO:0005737, GO:0016149, SO:0001217, UniParc:UPI0017FDC058, UniRef:UniRef100_Q3BUB7, UniRef:UniRef50_Q8ZHK4, UniRef:UniRef90_Q3BUB7
NODE_19_length_89440_cov_21.334993	cds	60818	62335	+	LDPEMP_13630	lysS	lysine--tRNA ligase	COG:COG1190, COG:J, EC:6.1.1.6, GO:0000287, GO:0003676, GO:0004824, GO:0005524, GO:0005737, GO:0006430, KEGG:K04567, RefSeq:WP_218559391.1, SO:0001217, UniParc:UPI001C43A8BA, UniRef:UniRef100_UPI001C43A8BA, UniRef:UniRef50_Q7V9Q0, UniRef:UniRef90_Q8PLC6
NODE_19_length_89440_cov_21.334993	ncRNA	62363	62446	+	LDPEMP_13635	rpfG	rpfG RNA	RFAM:RF03023, SO:0000655
NODE_19_length_89440_cov_21.334993	cds	62476	63612	+	LDPEMP_13640	rpfG	Cyclic di-GMP phosphodiesterase response regulator RpfG	COG:COG3437, COG:T, EC:3.1.4.-, GO:0000160, GO:0005737, GO:0008081, RefSeq:WP_029219717.1, SO:0001217, UniParc:UPI0003A0E66C, UniRef:UniRef100_W4SEC0, UniRef:UniRef50_Q4UU85, UniRef:UniRef90_Q4UU85
NODE_19_length_89440_cov_21.334993	cds	63617	65815	+	LDPEMP_13645		histidine kinase	SO:0001217, UniRef:UniRef50_A0A0S2DH96, UniRef:UniRef90_A0A2S7AEQ2
NODE_19_length_89440_cov_21.334993	cds	65871	66740	-	LDPEMP_13650		crotonase/enoyl-CoA hydratase family protein	KEGG:K13816, RefSeq:WP_104568489.1, SO:0001217, UniParc:UPI000CEF44D7, UniRef:UniRef100_UPI000CEF44D7, UniRef:UniRef50_B8LAP2, UniRef:UniRef90_A0A828YLP7
NODE_19_length_89440_cov_21.334993	cds	66924	68606	-	LDPEMP_13655	menE	long-chain fatty acid--CoA ligase	COG:COG0318, COG:I, RefSeq:WP_218559393.1, SO:0001217, UniParc:UPI001C45D46C, UniRef:UniRef100_UPI001C45D46C, UniRef:UniRef50_Q8ZES9, UniRef:UniRef90_Q3BUB1
NODE_19_length_89440_cov_21.334993	cds	68704	69153	+	LDPEMP_13660		Nuclear transport factor 2 family protein	RefSeq:WP_218532385.1, SO:0001217, UniParc:UPI001C44E3BB, UniRef:UniRef100_UPI001C44E3BB, UniRef:UniRef50_A0A3R7C338, UniRef:UniRef90_Q3BUB0
NODE_19_length_89440_cov_21.334993	cds	69562	72330	-	LDPEMP_13665	acnA	aconitate hydratase AcnA	COG:C, COG:COG1048, RefSeq:WP_218559394.1, SO:0001217, UniParc:UPI001C4386C0, UniRef:UniRef100_UPI001C4386C0, UniRef:UniRef50_P70920, UniRef:UniRef90_B0RSR5
NODE_19_length_89440_cov_21.334993	cds	72478	72726	+	LDPEMP_13670	abrB	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module	COG:COG2002, COG:KV, RefSeq:WP_003486316.1, SO:0001217, UniParc:UPI00000D7F82, UniRef:UniRef100_Q5GYV3, UniRef:UniRef50_A0A1Y6GZE8, UniRef:UniRef90_A0A1Y6GZE8
NODE_19_length_89440_cov_21.334993	cds	72723	73133	+	LDPEMP_13675	vapC	Ribonuclease/mRNA interferase VapC, contains PIN domain	COG:COG1487, COG:V, RefSeq:WP_008571495.1, SO:0001217, UniParc:UPI00005CEB6A, UniRef:UniRef100_A0A6B3KIS1, UniRef:UniRef50_A0A0R0CYN8, UniRef:UniRef90_A0A354YEG0
NODE_19_length_89440_cov_21.334993	cds	73184	75775	+	LDPEMP_13680	acnB	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	COG:C, COG:COG1049, RefSeq:WP_011347220.1, SO:0001217, UniParc:UPI00005CEB6B, UniRef:UniRef100_A0A6B3KHI1, UniRef:UniRef50_A0A1A8XI70, UniRef:UniRef90_Q8P9K0
NODE_19_length_89440_cov_21.334993	cds	75970	76815	+	LDPEMP_13685		Alpha/beta fold hydrolase	RefSeq:WP_014090072.1, SO:0001217, UniParc:UPI0002266972, UniRef:UniRef100_A0A1S1XGA3, UniRef:UniRef50_K9NGJ1, UniRef:UniRef90_A0A0U5FGD9
NODE_19_length_89440_cov_21.334993	cds	77214	79490	-	LDPEMP_13690		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	COG:COG5001, COG:T, RefSeq:WP_228736533.1, SO:0001217, UniParc:UPI001E5847C8, UniRef:UniRef100_UPI001E5847C8, UniRef:UniRef50_A0A199P3P2, UniRef:UniRef90_A0A6V7E9X8
NODE_19_length_89440_cov_21.334993	cds	79581	80657	-	LDPEMP_13695	cheB2	Protein-glutamate methylesterase/protein-glutamine glutaminase 2	COG:COG2201, COG:T, EC:3.1.1.61, EC:3.5.1.44, GO:0000156, GO:0005737, GO:0006482, GO:0006935, GO:0008984, GO:0018277, GO:0050568, RefSeq:WP_003486327.1, SO:0001217, UniParc:UPI00000D7F87, UniRef:UniRef100_Q8PLB4, UniRef:UniRef50_Q8P9J7, UniRef:UniRef90_Q8P9J7
NODE_19_length_89440_cov_21.334993	cds	80654	81250	-	LDPEMP_13700	cheD	chemoreceptor glutamine deamidase CheD	COG:COG1871, COG:T, EC:3.5.1.44, GO:0006935, GO:0050568, RefSeq:WP_003486330.1, SO:0001217, UniParc:UPI00000D7F88, UniRef:UniRef100_Q8PLB3, UniRef:UniRef50_B2FQA1, UniRef:UniRef90_B2FQA1
NODE_19_length_89440_cov_21.334993	cds	81253	82113	-	LDPEMP_13705	cheR	Methylase of chemotaxis methyl-accepting proteins	COG:COG1352, COG:T, RefSeq:WP_008571499.1, SO:0001217, UniParc:UPI0001CC0868, UniRef:UniRef100_A0A0G8Z7W3, UniRef:UniRef50_A1K5G7, UniRef:UniRef90_A0A8D6Y894
NODE_19_length_89440_cov_21.334993	cds	82356	84737	-	LDPEMP_13710		Aerotaxis transducer Aer2 domain protein	RefSeq:WP_011347225.1, SO:0001217, UniParc:UPI00005CEB70, UniRef:UniRef100_A0A6B3KFG8, UniRef:UniRef50_Q8P9I3, UniRef:UniRef90_H8FFV8
NODE_19_length_89440_cov_21.334993	cds	84821	85204	-	LDPEMP_13715		Secreted protein	RefSeq:WP_003486337.1, SO:0001217, UniParc:UPI00005CEB71, UniRef:UniRef100_A0A6B3KHR6, UniRef:UniRef50_E6WT85, UniRef:UniRef90_A0A0E3UDC5
NODE_19_length_89440_cov_21.334993	cds	85657	86139	-	LDPEMP_13720	cheW	Chemotaxis signal transduction protein CheW	COG:COG0835, COG:T, RefSeq:WP_003486339.1, SO:0001217, UniParc:UPI00005CEB72, UniRef:UniRef100_A0A6B3KJ51, UniRef:UniRef50_Q5GYW7, UniRef:UniRef90_Q5GYW7
NODE_19_length_89440_cov_21.334993	cds	86274	87059	-	LDPEMP_13725	ycgR	Flagellar brake protein YcgR	RefSeq:WP_071118594.1, SO:0001217, UniParc:UPI0008D940D7, UniRef:UniRef100_A0A3G2W6G2, UniRef:UniRef50_B0RSS7, UniRef:UniRef90_A0A1C3NNV6
NODE_19_length_89440_cov_21.334993	cds	87681	89417	-	LDPEMP_13730		Chemotaxis protein	SO:0001217, UniRef:UniRef50_A0A837X054, UniRef:UniRef90_A0A836NZG3
NODE_20_length_88716_cov_22.756845	cds	116	1714	+	LDPEMP_13735	fhuE	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid	COG:COG4773, COG:P, KEGG:K16088, SO:0001217, UniRef:UniRef50_A0A0H2X491, UniRef:UniRef90_A0A0H2X491
NODE_20_length_88716_cov_22.756845	cds	2190	2909	-	LDPEMP_13740		Peptidase-M23 domain-containing protein	RefSeq:WP_209261361.1, SO:0001217, UniParc:UPI001ADC8DC7, UniRef:UniRef100_UPI001ADC8DC7, UniRef:UniRef50_A0A098UA58, UniRef:UniRef90_D4T6K3
NODE_20_length_88716_cov_22.756845	cds	2912	3898	-	LDPEMP_13745	erfK	Lipoprotein-anchoring transpeptidase ErfK/SrfK	COG:COG1376, COG:M, SO:0001217, UniRef:UniRef50_A0A0H2X4J2, UniRef:UniRef90_A0A1C3NHP0
NODE_20_length_88716_cov_22.756845	cds	4220	6934	-	LDPEMP_13750	fepA	Outer membrane receptor for ferrienterochelin and colicins	COG:COG4771, COG:P, RefSeq:WP_031424153.1, SO:0001217, UniParc:UPI0004DF4800, UniRef:UniRef100_UPI0004DF4800, UniRef:UniRef50_W4SNX9, UniRef:UniRef90_D4T6K1
NODE_20_length_88716_cov_22.756845	cds	7057	8217	-	LDPEMP_13755		Calcium-dependent phosphoinositide phospholipase C	SO:0001217, UniRef:UniRef50_A0A0H2X652, UniRef:UniRef90_A0A0G9B443
NODE_20_length_88716_cov_22.756845	cds	8368	10365	-	LDPEMP_13760		AcetylCoA-hyd-C domain-containing protein	SO:0001217, UniRef:UniRef50_B2FSG4, UniRef:UniRef90_Q3BPV0
NODE_20_length_88716_cov_22.756845	cds	10490	10855	+	LDPEMP_13765	copY	Transcriptional regulator, CopY/TcrY family	COG:COG3682, COG:K, RefSeq:WP_008575878.1, SO:0001217, UniParc:UPI0001FD621E, UniRef:UniRef100_A0A0G9A169, UniRef:UniRef50_B8L3Z8, UniRef:UniRef90_H8FL65
NODE_20_length_88716_cov_22.756845	cds	10845	12143	+	LDPEMP_13770	tonB	Energy transducer TonB	RefSeq:WP_218559400.1, SO:0001217, UniParc:UPI001C46BE88, UniRef:UniRef100_UPI001C46BE88, UniRef:UniRef50_A0A2S7BZY0, UniRef:UniRef90_A0A0G8X9K2
NODE_20_length_88716_cov_22.756845	cds	12140	12724	+	LDPEMP_13775		Secreted protein	RefSeq:WP_008575882.1, SO:0001217, UniParc:UPI0001FD6220, UniRef:UniRef100_A0A0G8X9L0, UniRef:UniRef50_V7ZHK8, UniRef:UniRef90_A0A0G8X9L0
NODE_20_length_88716_cov_22.756845	cds	12822	13436	-	LDPEMP_13780	modC	molybdenum ABC transporter ATP-binding protein	COG:COG4148, COG:P, RefSeq:WP_057681677.1, SO:0001217, UniParc:UPI0006E5DEFC, UniRef:UniRef100_A0A1S1XK92, UniRef:UniRef50_A0A3E1KPI9, UniRef:UniRef90_A0A3E1KPI9
NODE_20_length_88716_cov_22.756845	cds	13436	14122	-	LDPEMP_13785	modB	molybdate ABC transporter permease subunit	RefSeq:WP_008575885.1, SO:0001217, UniParc:UPI00005CF0FF, UniRef:UniRef100_A0A6B3KG68, UniRef:UniRef50_A0A2R4MB03, UniRef:UniRef90_A0A0K0GPA1
NODE_20_length_88716_cov_22.756845	cds	14139	14915	-	LDPEMP_13790	modA	molybdate ABC transporter substrate-binding protein	COG:COG0725, COG:P, GO:0015689, GO:0030973, GO:0046872, GO:1901359, RefSeq:WP_218559401.1, SO:0001217, UniParc:UPI001C46E8BD, UniRef:UniRef100_UPI001C46E8BD, UniRef:UniRef50_Q8PHA1, UniRef:UniRef90_Q8PHA1
NODE_20_length_88716_cov_22.756845	cds	14991	15815	-	LDPEMP_13795		Beta-lactamase	RefSeq:WP_122273514.1, SO:0001217, UniParc:UPI000EFEFADC, UniRef:UniRef100_A0A3G2W9U6, UniRef:UniRef50_U2WTP5, UniRef:UniRef90_A0A0A6TMT4
NODE_20_length_88716_cov_22.756845	cds	15829	16602	-	LDPEMP_13800		Endonuclease	EC:3.1.30.1, KEGG:K05986, RefSeq:WP_218559420.1, SO:0001217, UniParc:UPI001C49415F, UniRef:UniRef100_UPI001C49415F, UniRef:UniRef50_A0A6V7C9J8, UniRef:UniRef90_A0A3E1KPR9
NODE_20_length_88716_cov_22.756845	cds	16861	17475	-	LDPEMP_13805	ompW	OmpW family protein	RefSeq:WP_011348432.1, SO:0001217, UniParc:UPI00005CF0FB, UniRef:UniRef100_A0A6B3KBW9, UniRef:UniRef50_A0A0G9BG80, UniRef:UniRef90_A0A0G9BG80
NODE_20_length_88716_cov_22.756845	cds	17593	18216	-	LDPEMP_13810	ompW	OmpW family protein	RefSeq:WP_218559402.1, SO:0001217, UniParc:UPI001C43CB4B, UniRef:UniRef100_UPI001C43CB4B, UniRef:UniRef50_A0A1B1A3F9, UniRef:UniRef90_A0A0G9BDV7
NODE_20_length_88716_cov_22.756845	cds	18503	19015	-	LDPEMP_13815		CaMKII-AD domain-containing protein	RefSeq:WP_014090936.1, SO:0001217, UniParc:UPI000226674A, UniRef:UniRef100_A0A0G9DC43, UniRef:UniRef50_A0A0H2XAP1, UniRef:UniRef90_M4U142
NODE_20_length_88716_cov_22.756845	cds	19480	20481	+	LDPEMP_13820	gap	type I glyceraldehyde-3-phosphate dehydrogenase	COG:COG0057, COG:G, RefSeq:WP_218559403.1, SO:0001217, UniParc:UPI001C469A41, UniRef:UniRef100_UPI001C469A41, UniRef:UniRef50_Q94469, UniRef:UniRef90_A0A0S2DCT6
NODE_20_length_88716_cov_22.756845	cds	20691	21161	+	LDPEMP_13825		Secreted protein	RefSeq:WP_218559404.1, SO:0001217, UniParc:UPI001C491886, UniRef:UniRef100_UPI001C491886, UniRef:UniRef50_A0A2T4IGU6, UniRef:UniRef90_A0A1L5QRC6
NODE_20_length_88716_cov_22.756845	cds	21357	24188	+	LDPEMP_13830		DUF2339 domain-containing protein	SO:0001217, UniRef:UniRef50_B4STV4, UniRef:UniRef90_A0A0G8XM33
NODE_20_length_88716_cov_22.756845	cds	24185	25543	+	LDPEMP_13835		DUF3999 domain-containing protein	RefSeq:WP_218539219.1, SO:0001217, UniParc:UPI001C4940C5, UniRef:UniRef100_UPI001C4940C5, UniRef:UniRef50_Q5GXA1, UniRef:UniRef90_A0A0G8VEI0
NODE_20_length_88716_cov_22.756845	cds	25860	27035	+	LDPEMP_13840	pgk	Phosphoglycerate kinase	EC:2.7.2.3, GO:0004618, GO:0005524, GO:0005737, GO:0006096, RefSeq:WP_218502757.1, SO:0001217, UniParc:UPI001C47C75F, UniRef:UniRef100_UPI001C47C75F, UniRef:UniRef50_Q9K1R0, UniRef:UniRef90_B2SI21
NODE_20_length_88716_cov_22.756845	cds	27032	27676	+	LDPEMP_13845		HAD-IA family hydrolase	SO:0001217, UniRef:UniRef50_B8L408, UniRef:UniRef90_UPI001E5CAADB
NODE_20_length_88716_cov_22.756845	cds	27935	29401	+	LDPEMP_13850	pyk	pyruvate kinase	COG:COG0469, COG:G, RefSeq:WP_218559406.1, SO:0001217, UniParc:UPI001C44E9AD, UniRef:UniRef100_UPI001C44E9AD, UniRef:UniRef50_A0A6V7C8I6, UniRef:UniRef90_A0A6V7C8I6
NODE_20_length_88716_cov_22.756845	cds	29972	30976	+	LDPEMP_13855	fba1	fructose-bisphosphate aldolase class I	COG:COG3588, COG:G, EC:4.1.2.13, GO:0004332, GO:0006096, RefSeq:WP_003487259.1, SO:0001217, UniParc:UPI00000D84B9, UniRef:UniRef100_Q8PHB5, UniRef:UniRef50_Q8P5Z7, UniRef:UniRef90_Q8P5Z7
NODE_20_length_88716_cov_22.756845	cds	31190	31729	-	LDPEMP_13860	ymdB	O-acetyl-ADP-ribose deacetylase	COG:COG2110, COG:J, GO:0019213, GO:0060702, GO:0061463, RefSeq:WP_008574675.1, SO:0001217, UniParc:UPI00005CF0F0, UniRef:UniRef100_A0A6B3KI67, UniRef:UniRef50_Q8P5Z8, UniRef:UniRef90_Q8P5Z8
NODE_20_length_88716_cov_22.756845	cds	31927	32433	-	LDPEMP_13865		Protein-S-isoprenylcysteine methyltransferase	RefSeq:WP_011348422.1, SO:0001217, UniParc:UPI00005CF0EF, UniRef:UniRef100_A0A6B3KHN0, UniRef:UniRef50_A0A2A3VH54, UniRef:UniRef90_D4T9M1
NODE_20_length_88716_cov_22.756845	cds	32731	33690	-	LDPEMP_13870	cysK	cysteine synthase A	COG:COG0031, COG:E, RefSeq:WP_011348421.1, SO:0001217, UniParc:UPI00005CF0EE, UniRef:UniRef100_A0A6B3KGI9, UniRef:UniRef50_D2Z027, UniRef:UniRef90_A0A0U5BXK9
NODE_20_length_88716_cov_22.756845	cds	33707	34909	-	LDPEMP_13875	cysG	siroheme synthase CysG	COG:COG1648, COG:H, RefSeq:WP_014090928.1, SO:0001217, UniParc:UPI000226669F, UniRef:UniRef100_A0A2S7EEB5, UniRef:UniRef50_E3HRG5, UniRef:UniRef90_A0A7W7KWS2
NODE_20_length_88716_cov_22.756845	cds	35073	36056	+	LDPEMP_13880	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_008574681.1, SO:0001217, UniParc:UPI00005CF0EC, UniRef:UniRef100_A0A6B3KDQ2, UniRef:UniRef50_A0A1Y5Q9I3, UniRef:UniRef90_A0A0R0A528
NODE_20_length_88716_cov_22.756845	cds	36065	36346	+	LDPEMP_13885		Flagellar hook-length control protein	RefSeq:WP_031424117.1, SO:0001217, UniParc:UPI0004DF6C71, UniRef:UniRef100_UPI0004DF6C71, UniRef:UniRef50_A0A1Y6GWT2, UniRef:UniRef90_A0A0U5FI41
NODE_20_length_88716_cov_22.756845	ncRNA	36362	36435	-	LDPEMP_13890	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
NODE_20_length_88716_cov_22.756845	cds	37184	38419	-	LDPEMP_13895	baeS	Signal transduction histidine kinase	COG:COG0642, COG:T, SO:0001217, UniRef:UniRef50_Q5GXB2, UniRef:UniRef90_Q5GXB2
NODE_20_length_88716_cov_22.756845	cds	38684	39121	+	LDPEMP_13900		DUF2946 domain-containing protein	RefSeq:WP_029820159.1, SO:0001217, UniParc:UPI0004A4FB7D, UniRef:UniRef100_UPI0004A4FB7D, UniRef:UniRef50_A0A7W7P8D5, UniRef:UniRef90_A0A7W7P8D5
NODE_20_length_88716_cov_22.756845	cds	39293	41320	+	LDPEMP_13905	cirA	Outer membrane receptor protein, Fe transport	COG:COG1629, COG:P, SO:0001217, UniRef:UniRef50_F0Q7P2, UniRef:UniRef90_A0A2S7CJJ9
